OBJECTID,PREFIX,NAME,TYPE,SUFFIX,POLICENAME,POLICETYPE,Date_Added,Editor,Method,FULLPOLNAME,CarteID,CrossStreetA,CrossStreetB,Date_Changed,FULL_NAME,LF_Addr,LT_Addr,RF_Addr,RT_Addr,MATERIAL,OWNER,FUNCTIONALCLASSIFICATION,JURISDICTION,ROUTESYSTEM,ROUTENUMBER,SpeedLimit,Scenic,RowWidth,AcceptDate,GlobalID,created_user,created_date,last_edited_user,last_edited_date,MUNILEFT,MUNIRIGHT,ZIPLEFT,ZIPRIGHT,STATELEFT,STATERIGHT,OneWay
886, ,THAYER,ST, ,THAYER,ST,,,,THAYER ST,00192,PELHAM RD,END,,THAYER ST,24,40,19,37,1,1,0,2,,,,,40',,{A8972BAF-B170-4F76-A519-1D793FF8C613},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
887, ,HEATHERSTONE,RD, ,HEATHERSTONE,RD,,,,HEATHERSTONE RD,00145,PELHAM RD,ALPINE DR & ADAMS ST,,HEATHERSTONE RD,2,40,1,39,1,1,0,2,,,,,50',,{FF607BDA-1B01-4743-B180-E13D8D6DE45F},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
888, ,AMITY,ST, ,AMITY,ST,,,,AMITY ST,00365,DANA ST,BLUE HILLS RD,,AMITY ST,308,314,295,313,1,8,5,2,,,,1,Variable,1754/04/15 00:00:00+00,{0C297636-7E51-4E61-9E81-6CD24BBEDCBC},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
889, ,WARD,ST, ,WARD,ST,,,,WARD ST,00193,PELHAM RD,END,,WARD ST,22,44,21,45,1,1,0,2,,,,,,,{23DAFD31-AA14-4965-98B4-369CE39A485F},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
890, ,ADAMS,ST, ,ADAMS,ST,,,,ADAMS ST,,ALPINE DR & HEATHERSTONE RD,END,,ADAMS ST,2,16,1,15,2,2,0,H,,,,,,,{23BCF2F9-5812-45FF-A556-22B883544F18},,,OLKINM,2014/05/29 18:37:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
891, ,GAYLORD,ST, ,GAYLORD,ST,,,,GAYLORD ST,00273,S PROSPECT ST,LINCOLN AVE,,GAYLORD ST,16,28,15,33,1,1,0,2,,,,,40',,{99081E71-456B-46DD-8AE3-965291FC114A},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
892,W,POMEROY,LN, ,WEST POMEROY,LN,,,,WEST POMEROY LN,00026,FARMINGTON RD,"MOODY BRIDGE RD, HADLEY",,W POMEROY LN,246,326,357,357,1,8,0,2,,,,1,,,{2F5CF0BC-D648-47A0-9385-DE2B749FC9A3},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
893, ,CORTLAND,DR, ,CORTLAND,DR,,,,CORTLAND DR,00073,STATION RD,END,,CORTLAND DR,10,20,15,15,1,1,0,2,,,,,50',1967/01/01 00:00:00+00,{41BB2ABD-AA32-46D7-9802-13726F8B6C3A},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
894, ,PELHAM,RD, ,PELHAM,RD,,,,PELHAM RD,00354,JENKS ST,HEATHERSTONE RD,,PELHAM RD,296,304,295,303,1,8,5,2,,,,,,,{5821A6F6-F6C6-446A-A4F2-5ABB50D730B6},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
895,N,EAST,ST, ,NORTH EAST,ST,,,,NORTH EAST ST,00385,,SHUTESBURY RD & HENRY ST,,N EAST ST,694,782,693,781,1,8,5,2,,,,1,Variable,,{C95F4D95-48CC-4150-8894-E110FF7A1315},,,olkinm,2013/08/06 20:01:26+00,AMHERST,AMHERST,01002,01002,MA,MA,
896,N,PLEASANT,ST, ,NORTH PLEASANT,ST,,,,NORTH PLEASANT ST,00303,PUFFTON VILLAGE APARTMENTS,FISHER ST,,N PLEASANT ST,1076,1124,1075,1123,1,8,5,2,,,,,Variable,1758/04/15 00:00:00+00,{E1A4D574-E1A0-4A4D-A9CD-6E4EC572CFAF},,,olkinm,2013/08/06 20:12:45+00,AMHERST,AMHERST,01002,01002,MA,MA,
897, ,STADIUM,DR, ,STADIUM,DR,,,,STADIUM DR,,CLUBHOUSE DR,FACILITIES BUILDING RD,,STADIUM DR,100,300,101,299,1,4,0,B,,,,,,,{68365852-A11E-43CE-A211-92A01335B480},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
898, ,FACILITIES BUILDING,RD, ,FACILITIES BUILDING,RD,,,,FACILITIES BUILDING RD,,,STADIUM DR,,FACILITIES BUILDING RD,1,11,2,12,1,4,0,B,,,,,,,{0859EBCB-C881-411F-80F3-FD958244C1B9},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
899, ,PELHAM,RD, ,PELHAM,RD,,,,PELHAM RD,00354,JENKS ST,"AMHERST RD, PELHAM",,PELHAM RD,306,378,305,377,1,1,5,2,,,,,,,{62D22DC4-FA75-4567-9764-701DDD94F6E9},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
900, ,TRIANGLE,ST, ,TRIANGLE,ST,,,,TRIANGLE ST,00367,MAIN ST,LESSEY ST,,TRIANGLE ST,2,36,1,35,1,8,5,2,,,25,,Variable,,{6F0421F3-FF82-4DA9-AFED-3C285A70FC3B},,,OLKINM,2014/05/29 18:37:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
901, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00333,DICKINSON ST,TRIANGLE ST,,MAIN ST,350,350,351,351,1,8,5,2,,,,,Variable,,{47AB4157-C397-48B8-8AEF-96B82AD915E1},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
902, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00333,WEBSTER ST,DICKINSON ST,,MAIN ST,280,280,257,321,1,8,5,2,,,,,Variable,,{965ECB8D-EDAA-4DFD-9825-CCEAEF92CCCF},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
903, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00333,SEELYE ST,WEBSTER ST,,MAIN ST,216,218,229,229,1,8,5,2,,,,,Variable,,{87020851-33A9-42CC-839D-EF6DB6A9F8AD},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
904,N,PLEASANT,ST, ,NORTH PLEASANT,ST,,,,NORTH PLEASANT ST,00298,S PLEASANT ST & MAIN ST & AMITY ST,KELLOGG AVE,,N PLEASANT ST,48,110,11,121,1,8,3,2,,,25,,Variable,1758/04/15 00:00:00+00,{B0841851-B65C-4245-969C-973EDDA3B5B1},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
905,N,PROSPECT,ST, ,NORTH PROSPECT,ST,,,,NORTH PROSPECT ST,00194,AMITY ST,COWLES LN,,N PROSPECT ST,18,52,0,0,1,8,0,2,,,,,Variable,,{76324F00-03FF-4CD5-BD03-12251D6BB85D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
906, ,AMITY,ST, ,AMITY,ST,,,,AMITY ST,00365,N PROSPECT ST,S PROSPECT ST,,AMITY ST,0,0,0,0,1,8,5,2,,,,1,Variable,,{CD8BAD35-F2A2-483C-98ED-98ADABA83A5B},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
907, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00333,SEELYE ST,CHURCHILL ST,,MAIN ST,122,200,121,199,1,8,5,2,,,25,,Variable,,{53BC7A3F-D874-4B88-9906-D41D7ED69743},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
908, ,CHURCHILL,ST, ,CHURCHILL,ST,,,,CHURCHILL ST,00230,LESSEY ST,MAIN ST,,CHURCHILL ST,0,0,0,0,1,8,0,2,,,,,49.5',1955/03/01 00:00:00+00,{8925285C-6CFC-459F-96FE-BB81BB24EBEC},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
909, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00333,TRIANGLE ST,RAILROAD ST,,MAIN ST,390,390,363,409,1,8,5,2,,,,,Variable,,{F43FA924-C020-4A48-A93E-C763DCAECB64},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
910, ,GRAY,ST, ,GRAY,ST,,,,GRAY ST,00125,MAIN ST,TAYLOR ST,,GRAY ST,2,66,1,65,1,1,0,2,,,,,49.5',,{B06DB366-05DA-462C-9665-7167484F8251},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
911, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00333,RAILROAD ST,GRAY ST,,MAIN ST,0,0,0,0,1,8,0,2,,,,,,,{ED2D05D4-EA78-410C-8A7D-3B8146F23B92},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
912, ,AMITY,ST, ,AMITY,ST,,,,AMITY ST,00365,S PLEASANT ST & MAIN ST & N PLEASANT ST,N PROSPECT ST,,AMITY ST,28,28,11,67,1,8,5,2,,,25,1,Variable,1754/04/15 00:00:00+00,{EE9BFD2C-6164-4E11-8EBC-8BC0CCC1A5C2},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
913, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00333,CHURCHILL ST, ,,MAIN ST,72,120,71,119,1,8,5,2,,,25,,Variable,,{8E38C258-00AC-4363-BE46-8D9B9DA11D61},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
914, ,HIGH,ST, ,HIGH,ST,,,,HIGH ST,00216,MAIN ST,TAYLOR ST,,HIGH ST,2,66,1,65,1,1,0,2,,,25,,49.5',,{BFA26402-4B7D-41AB-B9B1-663718BDEACE},,,olkinm,2013/08/06 16:50:02+00,AMHERST,AMHERST,01002,01002,MA,MA,
915, ,WOODSIDE,AVE, ,WOODSIDE,AVE,,,,WOODSIDE AVE,00228,ORCHARD ST & HITCHCOCK RD,RAIL TRAIL #4,,WOODSIDE AVE,2,136,1,135,1,1,0,2,,,,,Variable,,{7BB34DC9-21CF-44EC-BABC-B26DF0605553},,,olkinm,2013/08/01 13:36:48+00,AMHERST,AMHERST,01002,01002,MA,MA,
916, ,HEATHERSTONE,RD, ,HEATHERSTONE,RD,,,,HEATHERSTONE RD,00147,PEBBLE RIDGE RD,BRIDLE PATH,,HEATHERSTONE RD,228,240,227,239,1,1,0,2,,,,,50',,{0539B093-2748-4AD6-A2A8-9AFD6C170F50},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
917, ,BRIDLE PATH, , ,BRIDLE PATH, ,,,,BRIDLE PATH,00117,HEATHERSTONE RD,END,,BRIDLE PATH,2,50,1,49,1,1,0,2,,,,,50',1973/04/15 00:00:00+00,{6EF3D17F-0381-47E8-866A-D692A1B90BEE},,,OLKINM,2014/05/29 18:38:15+00,AMHERST,AMHERST,01002,01002,MA,MA,
918, ,AUBINWOOD,RD, ,AUBINWOOD,RD,,,,AUBINWOOD RD,00179,ALPINE DR,ASH LN,,AUBINWOOD RD,62,188,61,187,1,1,0,2,,,,,50',1972/03/01 00:00:00+00,{58C2C2CC-6746-46E2-9EC5-E53E867780E7},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
919,S,PLEASANT,ST, ,SOUTH PLEASANT,ST,,,,SOUTH PLEASANT ST,00393,HITCHCOCK RD & MEMORIAL FIELD HOUSE RD,RAIL TRAIL #3 & RAIL TRAIL #4,,S PLEASANT ST,0,0,297,297,1,8,3,2,SR,116,,,Variable,,{AA68E186-2346-4237-9DF0-EB144B244727},,,OLKINM,2016/06/03 17:26:08+00,AMHERST,AMHERST,01002,01002,MA,MA,
921, ,HEATHERSTONE,RD, ,HEATHERSTONE,RD,,,,HEATHERSTONE RD,00147,STONY HILL RD & AUBINWOOD RD,BRIDLE PATH,,HEATHERSTONE RD,242,260,241,259,1,1,0,2,,,,,50',,{4C2AD431-15F4-41DE-A200-C433198B10E4},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
922, ,FORT RIVER SCHOOL, , ,FORT RIVER SCHOOL, ,,,,FORT RIVER SCHOOL,,,S EAST ST,,FORT RIVER SCHOOL,0,0,0,0,1,1,0,,,,,,,,{167967A9-EDEE-44CE-A1EB-F5FC1ABD08AE},,,olkinm,2013/07/29 18:30:11+00,AMHERST,AMHERST,01002,01002,MA,MA,
923, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00333,S PLEASANT ST & AMITY ST & N PLEASANT ST,BOLTWOOD AVE,,MAIN ST,2,30,1,29,1,8,5,2,,,25,,Variable,,{686B16C6-CB20-43B1-9F51-884BA99EABBA},,,OLKINM,2014/05/29 18:38:48+00,AMHERST,AMHERST,01002,01002,MA,MA,
924, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00334,WATSON FARMS & SALEM ST,S EAST ST,,MAIN ST,694,746,693,745,1,8,5,2,,,,,Variable,,{95E76A5C-B188-4819-8572-F96FEDFCA122},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
925, ,SALEM,ST, ,SALEM,ST,,,,SALEM ST,00140,SALEM PL,END,,SALEM ST,0,0,15,79,1,1,0,2,,,,,41.25',,{EF96F736-5B04-4387-9E80-ED332DD9C1FA},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
926, ,SALEM,PL, ,SALEM,PL,,,,SALEM PL,,MAIN ST & WATSON FARMS & SALEM ST,END,,SALEM PL,2,44,1,45,1,2,0,H,,,,,,,{230D7FAB-ED31-4929-96F6-4DD49513F996},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
927, ,AMITY,ST, ,AMITY,ST,,,,AMITY ST,00365,S PROSPECT ST,LINCOLN AVE,,AMITY ST,96,194,111,197,1,8,5,2,,,,1,Variable,1754/04/15 00:00:00+00,{CCF9D928-EDC7-4F7B-AAF8-233241F2BFF7},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
928, ,LINCOLN,AVE, ,LINCOLN,AVE,,,,LINCOLN AVE,00219,AMITY ST,ELM ST,,LINCOLN AVE,136,194,135,199,1,8,6,2,,,25,,49.5',,{B94A24DA-3D93-498A-845D-4B8A737F4B13},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
929, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00334,N WHITNEY ST,ASPEN CHASE,,MAIN ST,592,604,591,615,1,8,5,2,,,,,Variable,,{CF82D0AE-71E9-47F2-970C-4CD54CA2C52B},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
930, ,SPAULDING,ST, ,SPAULDING,ST,,,,SPAULDING ST,00184,MAIN ST,END,,SPAULDING ST,26,86,21,85,1,8,0,2,,,,,40',,{9A294E65-8226-45C5-A9C0-639626A4B350},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
931, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00334,ASPEN CHASE,SPAULDING ST,,MAIN ST,622,630,617,629,1,8,5,2,,,,,Variable,,{4F37D7D2-2155-4592-AB12-1C80DFCBB4D3},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
932, ,MAIN,ST, ,MAIN,ST,,,,MAIN ST,00334,SPAULDING ST,SHUMWAY ST,,MAIN ST,640,664,631,655,1,8,5,2,,,,,Variable,,{4269D432-4283-45C4-90BF-4A4CE28A266F},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
933, ,AMITY,ST, ,AMITY,ST,,,,AMITY ST,00304,UNIVERSITY DR & N UNIVERSITY DR,ROCKY HILL RD & TOWN OF HADLEY,,AMITY ST,422,422,425,425,1,8,5,2,,,,1,Variable,,{7682C865-4F68-4DCC-88C2-D67262299D82},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
934, ,HICKORY,LN, ,HICKORY,LN,,,,HICKORY LN,00010,STONY HILL RD,LAUREL LN,,HICKORY LN,2,10,1,9,1,1,0,2,,,,,40',,{0A8DC9BA-096A-4FEB-AC73-F60DB831C24B},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
936, ,AMHERST GOLF COURSE, , ,AMHERST GOLF COURSE, ,,,,AMHERST GOLF COURSE,,,S PLEASANT ST,,AMHERST GOLF COURSE,0,0,0,0,1,,0,,,,,,,,{8DC51540-EB6A-414F-AAD0-E5DEF8E1564C},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
937, ,STONY HILL,RD, ,STONY HILL,RD,,,,STONY HILL RD,00083,THISTLE LN,GATEHOUSE RD,,STONY HILL RD,0,0,0,0,1,1,0,2,,,,,60',,{03B3205D-8BAE-43C2-B98B-8332624DE8AB},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
938, ,BAKER,ST, ,BAKER,ST,,,,BAKER ST,00001,SNELL ST,END,,BAKER ST,34,58,33,55,1,1,0,2,,,,,,1965/04/15 00:00:00+00,{CD07DA1D-239E-4F94-B251-C30977B453C3},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
939, ,CHADWICK,CT, ,CHADWICK,CT,,,,CHADWICK CT,,GATEHOUSE RD,END,,CHADWICK CT,2,12,1,11,1,2,0,H,,,,,,,{91256A59-9B13-40AF-AC01-7EE24B2621A6},,,OLKINM,2014/05/29 18:38:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
940, ,EATON,CT, ,EATON,CT,,,,EATON CT,,GATEHOUSE RD,END,,EATON CT,2,10,1,9,1,2,0,H,,,,,,,{25EFDD68-A435-4A40-8DCC-A9E79EA3F098},,,OLKINM,2014/05/29 18:37:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
941, ,TAMARACK,DR, ,TAMARACK,DR,,,,TAMARACK DR,00143,WILLOW LN,END,,TAMARACK DR,34,40,33,47,1,1,0,2,,,,,,,{9458653B-2D32-4480-BAE4-D29DD60AC6D8},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
942, ,STONY HILL,RD, ,STONY HILL,RD,,,,STONY HILL RD,00084,GATEHOUSE RD,BEDFORD CT,,STONY HILL RD,0,0,0,0,1,1,0,2,,,,,60',,{D71825FE-2783-4C8A-BAA6-1D53C9505B3D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
943, ,BEDFORD,CT, ,BEDFORD,CT,,,,BEDFORD CT,,STONY HILL RD,STONY HILL RD,,BEDFORD CT,2,32,1,31,1,2,0,H,,,,,,,{DFB27C79-34E9-4E24-9372-C65CE4CE99C0},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
944, ,STONY HILL,RD, ,STONY HILL,RD,,,,STONY HILL RD,00084,RED FOX LN,CRANBERRY LN,,STONY HILL RD,0,0,0,0,1,1,0,2,,,,,60',,{E1F0788F-871B-4811-9871-D6965A507DDB},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
945,S,EAST,ST, ,SOUTH EAST,ST,,,,SOUTH EAST ST,00375,COLONIAL VILLAGE,STANLEY ST,,S EAST ST,192,364,191,363,1,8,5,2,,,,1,Variable,,{8C1AAC5F-4660-4C0D-B4AF-857D98E2B60F},,,olkinm,2013/08/06 15:48:21+00,AMHERST,AMHERST,01002,01002,MA,MA,
946, ,RED FOX,LN, ,RED FOX,LN,,,,RED FOX LN,00076,STONY HILL RD,END,,RED FOX LN,10,14,3,15,1,1,0,2,,,,,40',,{B5EC9AB6-6F90-48A5-A9E9-B598060B3C3D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
947, ,STANLEY,ST, ,STANLEY,ST,,,,STANLEY ST,00144,TAMARACK DR,BELCHERTOWN RD,,STANLEY ST,180,280,173,285,1,8,0,2,,,,,49.5',,{2350149D-59E4-436A-ABA4-85BE6598CDB1},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
948, ,TAMARACK,DR, ,TAMARACK,DR,,,,TAMARACK DR,00143,STANLEY ST,WILLOW LN,,TAMARACK DR,2,28,7,31,1,1,0,2,,,,,,,{8A7FFCAD-2473-416D-AF3F-1873E969AC49},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
949, ,EMERSON,CT, ,EMERSON,CT,,,,EMERSON CT,,GATEHOUSE RD,STONY HILL RD,,EMERSON CT,2,18,1,17,1,2,0,H,,,,,,,{CF95C6C2-D49F-4413-9403-3979A1F3D8E5},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
950, ,STONY HILL,RD, ,STONY HILL,RD,,,,STONY HILL RD,00084,MOSS LN,RED FOX LN,,STONY HILL RD,0,0,0,0,1,1,0,2,,,,,60',,{641FC529-21D9-46F5-B707-B6B1368370A7},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
951, ,MOSS,LN, ,MOSS,LN,,,,MOSS LN,00077,STONY HILL RD,END,,MOSS LN,4,14,3,19,1,1,0,2,,,,,40',,{71DCCB45-F31B-4D43-B78E-FD3188EC540E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
952, ,BELCHERTOWN,RD, ,BELCHERTOWN,RD,,,,BELCHERTOWN RD,00327,STANLEY ST,GATEHOUSE RD & OLD FARM RD,,BELCHERTOWN RD,270,400,271,399,1,1,2,2,SR,9,,,49.5',1962/04/15 00:00:00+00,{5FDC63B7-F5D0-4E74-AD0D-40499055804A},,,olkinm,2013/08/20 18:55:42+00,AMHERST,AMHERST,01002,01002,MA,MA,
953, ,WEBSTER,CT, ,WEBSTER,CT,,,,WEBSTER CT,,GATEHOUSE RD,END,,WEBSTER CT,2,42,1,41,1,2,0,H,,,,,,,{675FBEA6-2DD4-40B7-B345-D25DC693977C},,,OLKINM,2014/05/29 18:38:52+00,AMHERST,AMHERST,01002,01002,MA,MA,
954, ,SUTTON,CT, ,SUTTON,CT,,,,SUTTON CT,,STONY HILL RD,END,,SUTTON CT,2,14,1,13,1,2,0,H,,,,,,,{D54BD713-7F86-4D25-A20C-1547C5586FD5},,,OLKINM,2014/05/29 18:38:52+00,AMHERST,AMHERST,01002,01002,MA,MA,
955, ,WILLOW,LN, ,WILLOW,LN,,,,WILLOW LN,00141,STANLEY ST,TAMARACK DR,,WILLOW LN,2,16,3,19,1,1,0,2,,,,,,,{00E053B5-4CD4-4794-92E1-18240DA202B6},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
956,E,HADLEY,RD, ,EAST HADLEY,RD,,,,EAST HADLEY RD,00331,S PLEASANT ST & WEST ST,COLUMBIA DR,,E HADLEY RD,2,42,1,41,1,8,6,2,,,,,Variable,1830/04/15 00:00:00+00,{B235C3C6-8B38-4229-B1DD-53D21EAB7C2C},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
957, ,COLUMBIA,DR, ,COLUMBIA,DR,,,,COLUMBIA DR,00003,E HADLEY RD,JUSTICE DR,,COLUMBIA DR,20,30,17,41,1,1,0,2,,,,,50',,{B28C50A4-50C8-4179-B455-7E1CC95CAC06},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
958, ,COLUMBIA,CIR, ,COLUMBIA,CIR,,,,COLUMBIA CIR,00004,COLUMBIA DR,END,,COLUMBIA CIR,28,28,21,29,1,1,0,2,,,,,50',1969/04/15 00:00:00+00,{4136FB26-5E58-47B0-89E7-CEC7417423E6},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
959, ,COLUMBIA,DR, ,COLUMBIA,DR,,,,COLUMBIA DR,00003,COLUMBIA CIR,CHESTERFIELD DR,,COLUMBIA DR,120,120,119,127,1,1,0,2,,,,,50',,{2E4EA8FD-DBA1-4D25-B3CF-41FEB6D3208B},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
960, ,COLUMBIA,DR, ,COLUMBIA,DR,,,,COLUMBIA DR,00003,JUSTICE DR,COLUMBIA CIR,,COLUMBIA DR,70,110,51,101,1,1,0,2,,,,,50',,{89CD66AF-0093-484B-AA74-5C63F77C3D90},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
961, ,COLUMBIA,DR, ,COLUMBIA,DR,,,,COLUMBIA DR,00003,CHESTERFIELD DR,HUNTER HILL CIR,,COLUMBIA DR,138,170,137,177,1,1,0,2,,,,,50',,{677AA7ED-294F-4E36-BCD6-1D914CC449D3},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
962, ,BELCHERTOWN,RD, ,BELCHERTOWN,RD,,,,BELCHERTOWN RD,00326,OLD BELCHERTOWN RD,OLD BELCHERTOWN RD,,BELCHERTOWN RD,742,820,741,819,1,1,2,2,SR,9,,,49.5',1962/04/15 00:00:00+00,{2013E059-7208-489E-B937-25373F6A5119},,,olkinm,2013/08/20 18:59:46+00,AMHERST,AMHERST,01002,01002,MA,MA,
963,S,CAMPUS,DR, ,SOUTH CAMPUS,DR,,,,SOUTH CAMPUS DR,,PRESCOTT RD,,,S CAMPUS DR,0,0,0,0,1,6,0,H,,,,,,,{603C5732-2514-4B2A-85DC-6B843CC22D7F},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
964, ,BELCHERTOWN,RD, ,BELCHERTOWN,RD,,,,BELCHERTOWN RD,00326,OLD BELCHERTOWN RD,"AMHERST RD, PELHAM",,BELCHERTOWN RD,822,896,821,895,1,1,2,2,SR,9,,,49.5',1962/04/15 00:00:00+00,{73778FAD-0DA5-48F2-9D3A-089E136060B6},,,olkinm,2013/08/20 19:00:29+00,AMHERST,AMHERST,01002,01002,MA,MA,
965, ,OLD FARM,RD, ,OLD FARM,RD,,,,OLD FARM RD,00056,WILDFLOWER DR,WOODLOT RD,,OLD FARM RD,0,0,499,499,1,1,0,2,,,,,60',,{00E23949-E188-42DF-9571-6CCAF48B4575},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
966, ,TRIMWOOD,LN, ,TRIMWOOD,LN,,,,TRIMWOOD LN,00018,HUNTER HILL CIR,SOUTHPOINT DR & E HADLEY RD,,TRIMWOOD LN,0,0,0,0,1,1,0,2,,,,,50',,{787EBC77-9A50-440D-98E7-97A6058DBEA4},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
967,E,HADLEY,RD, ,EAST HADLEY,RD,,,,EAST HADLEY RD,00331,SOUTHPOINT DR & TRIMWOOD LN,WHIPPLETREE LN,,E HADLEY RD,286,296,275,321,1,8,6,2,,,,,Variable,1830/04/15 00:00:00+00,{4615618E-D3F5-4E31-A6D1-D2237864C033},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
968,E,HADLEY,RD, ,EAST HADLEY,RD,,,,EAST HADLEY RD,00331,COLUMBIA DR,RIVERGLADE DR,,E HADLEY RD,136,166,61,167,1,8,6,2,,,,,Variable,1830/04/15 00:00:00+00,{D4F68EAF-91F7-4C4B-ABD5-28CB9C16650E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
969, ,CHESTERFIELD,DR, ,CHESTERFIELD,DR,,,,CHESTERFIELD DR,00264,E HADLEY RD,JUSTICE DR,,CHESTERFIELD DR,6,36,9,27,1,1,0,2,,,,,50',1984/05/01 00:00:00+00,{79605F80-1C65-49F5-AF7E-DCEDAE0752E0},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
970,E,HADLEY,RD, ,EAST HADLEY,RD,,,,EAST HADLEY RD,00331,CHESTERFIELD DR,SOUTHPOINT DR & TRIMWOOD LN,,E HADLEY RD,188,266,235,255,1,8,6,2,,,,,Variable,1830/04/15 00:00:00+00,{E05B1E9C-0C26-46F8-9032-0561B84000AE},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
971, ,WILDFLOWER,DR, ,WILDFLOWER,DR,,,,WILDFLOWER DR,00051,LARKSPUR DR,LADYSLIPPER CIR,,WILDFLOWER DR,78,108,99,99,1,1,0,2,,,,,,,{86DADD17-EC36-42F8-A39E-4F2AEB68A827},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
